,LINK_ID,Source,Target,LANES,ROAD_RANK,ROAD_TYPE,ROAD_NO,ROAD_NAME,ROAD_USE,MULTI_LINK,CONNECT,MAX_SPD,REST_VEH,REST_W,REST_H,LENGTH,REMARK,geometry
145790,1610027300,1620001500,1610008600,3,104,000,-,참외전로,0,0,000,60,0,0,0,293.46752570363,,"LINESTRING (168064.9607999989 541245.7553999912, 168065.851399996 541245.1797000002, 168110.997099995 541216.1253999969, 168185.3870999957 541166.4441999928, 168206.018299998 541152.6861000034, 168262.3205999949 541115.1480999999, 168309.4193999987 541083.2224999962)"
145791,1610027400,1610008600,1620001500,3,104,000,-,참외전로,0,0,000,60,0,0,0,293.736672363944,,"LINESTRING (168316.1528999956 541093.1581999909, 168269.0154000002 541125.1080000001, 168212.6773999933 541162.6704999948, 168192.0487999995 541176.4250999991, 168117.5761999931 541226.1586999987, 168072.3533999996 541255.2686999919, 168071.4681999979 541255.8374000012)"
145792,1610027500,1610008800,1610008700,1,104,000,-,월미로,0,0,000,60,0,0,0,185.257883576209,,"LINESTRING (164595.8543000003 541150.4057999965, 164762.5446999969 541151.5442999969, 164780.1901999936 541145.5802999997)"
145793,1610027600,1610008700,1610008800,1,104,000,-,월미로,0,0,000,60,0,0,0,189.284508295501,,"LINESTRING (164784.0311999982 541156.9507999907, 164764.4753999927 541163.5575999983, 164595.7725999943 541162.4067999943)"
145794,1610027701,1610009900,1610008801,1,104,000,-,월미로,0,0,000,60,0,0,0,256.321888740903,,"LINESTRING (164565.882499993 541820.6756999937, 164531.5284999974 541740.2887999957, 164509.3002999937 541688.2774999973, 164508.691599994 541686.8509999955, 164467.0033999986 541591.7201999991, 164461.2393999994 541587.7285999992)"
145795,1610027702,1610008801,1610008800,1,104,000,-,월미로,0,0,000,60,0,0,0,670.534263658576,,"LINESTRING (164461.2393999994 541587.7285999992, 164458.3420000001 541585.7220999931, 164455.2172999976 541583.5572999972, 164430.1660999963 541570.4739000002, 164388.715999998 541548.8450999942, 164375.7678999973 541539.8338999987, 164352.6050999995 541523.0210000051, 164335.6936999925 541496.1402999944, 164327.0509999981 541472.6268999949, 164324.4710999941 541450.4954999951, 164324.812799997 541418.6053999941, 164328.6498999961 541388.9478999977, 164335.4012999982 541360.0444999892, 164349.0561999966 541340.9756999942, 164351.9486999954 541336.0069000006, 164426.3685999971 541208.1067000002, 164453.9332999955 541167.935899996, 164472.2747999949 541152.804699991, 164496.204999998 541149.7267999985, 164595.8543000003 541150.4057999965)"
145796,1610027801,1610008800,1610008801,1,104,000,-,월미로,0,0,000,60,0,0,0,639.679513303305,,"LINESTRING (164595.7725999943 541162.4067999943, 164496.9334999985 541161.7313999964, 164477.238899998 541164.2639999968, 164462.8725999957 541176.1178000016, 164436.516799993 541214.5285000042, 164362.3217999927 541342.042699998, 164359.1439999934 541347.5017000028, 164346.5442999978 541365.0953999979, 164340.4714999951 541391.0893999969, 164336.805599994 541419.4420999913, 164336.4796999999 541449.8613999976, 164338.8070999979 541469.8224999936, 164346.5238999948 541490.8185999978, 164361.5287999968 541514.6690000008, 164382.7198999978 541530.0510999972, 164394.9444999991 541538.5587999971, 164435.7212999983 541559.8368000009, 164461.4346999977 541573.2676999916, 164465.1748999961 541575.856500002, 164468.0716999996 541577.8626999905)"
145797,1610027802,1610008801,1610009900,1,104,000,-,월미로,0,0,000,60,0,0,0,263.228117003094,,"LINESTRING (164468.0716999996 541577.8626999905, 164476.6282999968 541583.7884999906, 164519.7036999995 541682.0870999946, 164520.3346999969 541683.5619000001, 164542.5628999997 541735.5732999956, 164576.9168000003 541815.9602999948)"
145798,1610027901,1610009500,1610008901,3,104,000,-,인중로,0,0,000,60,0,0,0,302.417823367913,,"LINESTRING (166096.7075999974 541561.9430999984, 166343.5410999953 541387.0378999885)"
145799,1610027902,1610008901,1610008900,3,104,000,-,인중로,0,0,000,60,0,0,0,380.662927325451,,"LINESTRING (166343.5410999953 541387.0378999885, 166346.2310999937 541385.1316999969, 166447.7073999945 541311.0396999939, 166639.0386999987 541171.3410000025, 166643.6076999977 541167.7258999974, 166650.7616999974 541162.0716000013)"
145800,1610028001,1610008900,1610008901,3,104,000,-,인중로,0,0,000,60,0,0,0,381.295499270479,,"LINESTRING (166658.2053999975 541171.4827000011, 166651.0515000004 541177.140599996, 166646.3005999994 541180.8985999993, 166454.7818999951 541320.7330999954, 166353.2394999928 541394.8705000025, 166350.4778999976 541396.8273999941)"
145801,1610028002,1610008901,1610009500,3,104,000,-,인중로,0,0,000,60,0,0,0,302.418490842766,,"LINESTRING (166350.4778999976 541396.8273999941, 166103.6444999955 541571.7338999985)"
145802,1610028100,1610009000,1620001500,3,104,000,-,참외전로,0,0,000,60,0,0,0,171.922754122447,,"LINESTRING (167918.2330999965 541335.0893000013, 167968.6482999997 541308.5943999961, 167973.8045999922 541305.8865999945, 168045.144499995 541258.5464999974, 168064.9607999989 541245.7553999912)"
145803,1610028200,1620001500,1610009000,3,104,000,-,참외전로,0,0,000,60,0,0,0,172.996630192574,,"LINESTRING (168071.4681999979 541255.8374000012, 168051.7152999933 541268.5866000018, 167979.9288999964 541316.2231999934, 167974.229099997 541319.21749999, 167923.8139999964 541345.7122999984)"
145804,1610028300,1610009300,1610009000,3,104,000,-,참외전로,0,0,000,60,0,0,0,280.379950821029,,"LINESTRING (167723.0558999992 541533.2852999889, 167740.1321999952 541521.367499995, 167761.7030999958 541498.6492999953, 167782.363199995 541472.0083999917, 167812.8670999921 541435.9751999942, 167842.9513999978 541400.7275999909, 167867.3830999956 541373.4722999976, 167878.7623999948 541362.9678000007, 167905.5943999967 541340.8920999961, 167918.5172999957 541334.9493999971)"
145805,1610028400,1610009000,1610009300,3,104,000,-,참외전로,0,0,000,60,0,0,0,278.231829858177,,"LINESTRING (167923.5324999987 541345.8486000006, 167912.019699999 541351.1475999912, 167886.650899998 541372.0176000004, 167875.9382999988 541381.9021999962, 167851.9854999928 541408.6284, 167822.0114 541443.7471999975, 167791.6889999965 541479.5645999992, 167770.8197999978 541506.4768999973, 167747.9962999964 541530.5110999905, 167729.9247999946 541543.1228000001)"
145806,1610028700,1610009200,1610009800,3,104,000,-,우현로,0,0,000,60,0,0,0,351.958052718207,,"LINESTRING (167195.8434999952 541515.9076999986, 167216.5770999947 541556.1567000009, 167223.8662999939 541570.1159999921, 167230.3516999939 541581.4252999964, 167240.2192999939 541597.2959999937, 167264.923699997 541632.3407999917, 167289.5984999977 541666.955599988, 167312.9112999954 541703.2163999933, 167315.9523999984 541707.5433999964, 167336.5006999974 541736.7673000004, 167344.710499995 541748.7149999909, 167351.541299998 541758.6563999919, 167358.5194999955 541768.8054000002, 167383.5551999962 541813.175699992)"
145807,1610028800,1610009800,1610009200,3,104,000,-,우현로,0,0,000,60,0,0,0,352.416952740819,,"LINESTRING (167373.1044999954 541819.0747999985, 167348.3276999971 541775.1646999969, 167341.652499996 541765.4516999949, 167334.8216999985 541755.5136999926, 167326.6480999963 541743.617900001, 167306.1357999971 541714.4458999907, 167302.9528999992 541709.9148000006, 167279.6595999982 541673.6850999964, 167255.1319999997 541639.2812999918, 167230.2107999994 541603.9252999902, 167220.0455999965 541587.5805999932, 167213.3374999992 541575.8767999905, 167205.925599999 541561.6820999932, 167185.1752999936 541521.4019999983)"
145808,1610028900,1610009300,1610009400,2,104,000,-,송림로,0,0,000,60,0,0,0,31.084830128681,,"LINESTRING (167728.2967999949 541532.4810999928, 167757.9475999987 541541.848899998)"
145809,1610029000,1610009400,1610009300,2,104,000,-,송림로,0,0,000,60,0,0,0,31.083806472201,,"LINESTRING (167754.3346999959 541553.2912999965, 167724.6838999998 541543.9269000022)"
145810,1610259500,1610102400,1610102600,1,104,000,-,눈돌로,0,0,000,60,0,0,0,19.975731611657,,"LINESTRING (154331.6142999966 543841.9971999979, 154342.5764999982 543825.2902999959)"
145811,1610029100,1610009800,1610009300,3,104,000,-,참외전로,0,0,000,60,0,0,0,449.709097598811,,"LINESTRING (167374.0191999975 541811.9506000021, 167428.2809999953 541755.9315999944, 167443.5336999969 541740.1808999951, 167477.8966999938 541706.9441999977, 167493.8473999941 541691.5169999979, 167529.5612999939 541657.2382999919, 167553.9541999997 541640.3492000006, 167586.1457000012 541622.8264000005, 167634.1800000005 541597.5630999907, 167643.429899997 541592.699099998, 167685.1153999934 541571.8413999977, 167700.6232000002 541558.2684000042, 167722.0062999944 541534.2187999901)"
145812,1610029200,1610009300,1610009800,3,104,000,-,참외전로,0,0,000,60,0,0,0,450.237900802434,,"LINESTRING (167730.9742999963 541542.1891999955, 167709.0931999982 541566.8024999966, 167691.8605999942 541581.8839999979, 167648.9087999984 541603.3743999983, 167639.7664999959 541608.1823999971, 167591.8066999977 541633.4072999964, 167560.2579999947 541650.5806999913, 167537.1772999983 541666.5594000036, 167502.1739999955 541700.1554999939, 167486.239899992 541715.5687999914, 167452.0171999934 541748.6697000025, 167436.8995999983 541764.2810999946, 167382.6376999997 541820.2998999979)"
145813,1610029300,1610009400,1620001700,2,104,000,-,송림로,0,0,000,60,0,0,0,29.658491210291,,"LINESTRING (167757.9475999987 541541.848899998, 167769.3949999966 541545.4671999927, 167785.4401999933 541552.8517999911)"
145814,1610029400,1620001700,1610009400,2,104,000,-,송림로,0,0,000,60,0,0,0,28.151360084267,,"LINESTRING (167780.4235999965 541563.7516000008, 167765.0623999983 541556.679999996, 167754.3346999959 541553.2912999965)"
145815,1610030301,1610011700,1610023500,3,104,000,-,맥아더길,0,0,000,60,0,0,0,341.679924371084,,"LINESTRING (165871.6880999953 542180.4190999999, 165994.5083999937 541861.4527999962)"
145816,1610030302,1610023500,1610009700,2,104,000,-,-,0,0,000,60,0,0,0,74.687829868796,도로명없음,"LINESTRING (165994.5083999937 541861.4527999962, 166021.3568999987 541791.7303999945)"
145817,1610030401,1610009700,1610023500,2,104,000,-,-,0,0,000,60,0,0,0,76.85666280392,도로명없음,"LINESTRING (166032.5559999947 541796.0409999973, 166004.927999996 541867.788099999)"
145818,1610030402,1610023500,1610011700,3,104,000,-,맥아더길,0,0,000,60,0,0,0,339.514401848623,,"LINESTRING (166004.927999996 541867.788099999, 165882.8867999977 542184.7330999988)"
145819,1610030500,1610010800,1610009800,2,104,000,-,참외전로,0,0,000,60,0,0,0,195.441529811017,,"LINESTRING (167324.4737999966 542003.9612999938, 167328.6364000002 541979.9366999955, 167337.136699996 541944.7545000005, 167372.5393999973 541814.5506999982)"
145820,1610030600,1610009800,1610010800,2,104,000,-,참외전로,0,0,000,60,0,0,0,194.313254041058,,"LINESTRING (167384.117399999 541817.6998000009, 167348.7608999972 541947.7368999925, 167340.3939000003 541982.3739000004, 167336.2987999983 542006.0099000012)"
145821,1610030700,1610010100,1610009900,1,104,000,-,월미로234번길,0,0,000,60,0,0,0,76.032164784103,,"LINESTRING (164495.9655999997 541829.7484999971, 164570.0353999951 541812.4725999981)"
145822,1610030800,1610009900,1610010100,2,104,000,-,월미로234번길,0,0,000,60,0,0,0,76.032164556698,,"LINESTRING (164572.7610000005 541824.1599999988, 164498.6911999959 541841.4358999922)"
145823,1610030900,1610009900,1610011000,2,104,000,-,월미로,0,0,000,60,0,0,0,253.329052808699,,"LINESTRING (164577.3434999956 541817.5122999988, 164611.3053999981 542068.6407999949)"
145824,1610031000,1610011000,1610009900,2,104,000,-,월미로,0,0,000,60,0,0,0,253.32901061826,,"LINESTRING (164599.4151999945 542070.248600001, 164565.4528999999 541819.1201999951)"
145825,1610031101,1610010000,1610067700,5,104,000,-,제2터미널대로,0,0,000,60,0,0,0,790.125123572753,,"LINESTRING (149446.6871999915 541826.6268999939, 149187.9944999915 542196.4209000005, 149068.4409999946 542365.0893000048, 148991.9110999945 542473.0563999903)"
145826,1610031102,1610067700,1610067600,5,104,000,-,제2터미널대로,0,0,000,60,0,0,0,482.058125983583,,"LINESTRING (148991.9110999945 542473.0563999903, 148731.0022999891 542841.1421999932, 148713.2175999914 542866.576799994)"
145827,1610031103,1610067800,1610016000,3,104,000,-,제2터미널대로,0,0,000,80,5,0,0,1262.46761206037,,"LINESTRING (149077.7467999943 544120.7819000002, 149089.0691999902 544121.9059999977, 149121.4795999926 544124.8133999965, 150336.1265999932 544227.2002999882)"
145828,1610031104,1610067100,1610067300,2,104,000,-,공항서로512번길,0,0,000,60,0,0,0,123.261854710716,,"LINESTRING (148126.3327999886 543698.4079000016, 148228.0323999932 543768.1243999965)"
145829,1610031105,1610067300,1610067800,2,104,000,-,공항서로512번길,0,0,104,60,5,0,0,934.285253940409,,"LINESTRING (148228.0323999932 543768.1243999965, 148328.3503999879 543820.050299995, 148350.8405999942 543829.4276999966, 148370.5241999959 543836.777700003, 148392.6247999927 543843.738000002, 148412.3169999893 543849.4778999973, 148436.0339999894 543855.2392999995, 148457.7449999922 543859.7824999987, 148478.2549999912 543863.1117999975, 148595.705699991 543878.2275999931, 148609.7757999918 543881.5225999926, 148626.2479999923 543887.2454000015, 148639.9005999898 543893.355699997, 148653.5402999926 543901.8809999917, 148685.6174999957 543924.9945999932, 148700.8521999887 543936.3458999998, 148716.4850999899 543948.5043000038, 148730.1119999909 543959.4444999984, 148789.4278999892 544007.2559999995, 148801.8558999922 544016.5797999953, 148816.2984999884 544025.5118000022, 148832.3488999936 544034.8548999907, 148849.208599996 544043.397300002, 148866.4706999905 544051.9417999954, 148883.3367999887 544059.276800004, 148898.9996999898 544065.8002999943, 148914.2622999952 544071.9191999929, 148936.3586999954 544079.6844999959, 149010.2228999917 544104.3773999913, 149077.7467999943 544120.7819000002)"
145830,1610031106,1610067200,1610067100,2,104,000,-,공항서로512번길,0,0,000,40,0,0,0,159.901325723409,,"LINESTRING (148219.4109999941 543575.5679999943, 148127.8892999909 543706.7493999999)"
145831,1610031107,1610067600,1610067200,2,104,000,-,공항서로512번길,0,0,104,40,0,0,0,893.659190573484,,"LINESTRING (148713.2175999914 542866.576799994, 148692.9634999879 542908.2835999944, 148652.6894999931 542969.5066000028, 148631.6513999945 542999.52749999, 148609.6802999931 543031.4028999963, 148587.5227999942 543064.6434999973, 148577.2047999895 543081.6575999924, 148572.2482999899 543091.5608999979, 148569.4291999887 543098.912299998, 148548.3939999893 543171.6273999941, 148547.1023999923 543179.3730999962, 148544.3272999937 543230.8751999993, 148543.2643999929 543242.6233999977, 148541.4538999898 543253.8673999977, 148538.6430999888 543265.1060999897, 148534.5752999879 543277.5884999956, 148530.2693999888 543287.8189999933, 148524.4590999894 543298.7915999918, 148518.1485999931 543309.7616, 148512.3502999945 543318.4835999964, 148504.7973999924 543327.9465000005, 148495.7400999914 543338.1515999998, 148485.935299995 543347.8525999931, 148476.388499993 543356.0543999955, 148380.6536999901 543433.597399991, 148277.3230999882 543517.2927000006, 148219.4109999941 543575.5679999943)"
145832,1610031201,1610067600,1610067700,5,104,000,-,제2터미널대로,0,0,000,60,0,0,0,481.475407757918,,"LINESTRING (148703.8004999933 542859.1021999951, 148721.1888999885 542834.2345000017, 148982.1600999936 542466.0595999961)"
145833,1610031202,1610016000,1610067800,3,104,000,-,제2터미널대로,0,0,000,80,5,0,0,1262.06923469638,,"LINESTRING (150334.5448999957 544239.0961999954, 149120.401099991 544136.7648000005, 149087.9402999915 544133.852899999, 149076.5611999888 544132.7231999942)"
145834,1610031203,1610067700,1610010000,5,104,000,-,제2터미널대로,0,0,000,60,0,0,0,789.984706182353,,"LINESTRING (148982.1600999936 542466.0595999961, 149058.6491999959 542358.1496999911, 149178.183499995 542189.5124999996, 149436.8567999922 541819.7460000014)"
145835,1610031204,1610067300,1610067100,2,104,000,-,공항서로512번길,0,0,000,60,0,0,0,123.327494767908,,"LINESTRING (148221.2473999895 543778.022099991, 148119.4938999902 543708.2680999895)"
145836,1610031205,1610067800,1610067300,2,104,000,-,공항서로512번길,0,0,104,60,0,0,0,948.179457727493,,"LINESTRING (149076.5611999888 544132.7231999942, 148942.5431999887 544130.5691999922, 148919.8822999932 544129.1531999899, 148885.2604999944 544123.7873999984, 148846.1172999929 544116.1305999956, 148804.3937999941 544106.5170999973, 148759.4475999944 544093.9719999988, 148717.0230999908 544080.1687999966, 148669.2327999948 544061.670899999, 148619.5584999952 544040.1222999956, 148574.4508999906 544017.4578999982, 148533.6482999945 543993.5331999912, 148491.6769999896 543966.3007999926, 148454.0528999891 543940.3418999994, 148350.1607999904 543866.764599997, 148221.2473999895 543778.022099991)"
145837,1610031206,1610067200,1610067500,3,104,000,-,공항서로512번길,0,0,000,40,0,0,0,336.81386421077,,"LINESTRING (148209.5694999944 543568.7017999957, 148244.764799993 543516.4287999957, 148401.3325999941 543291.6842999965)"
145838,1610031207,1610067500,1610067600,2,104,000,-,제2터미널대로,0,0,000,60,0,0,0,527.954403743046,,"LINESTRING (148401.3325999941 543291.6842999965, 148403.5158999897 543288.5502999979, 148549.2855999948 543080.0797999958, 148567.4059999901 543051.5520999897, 148589.8137999954 543017.9359999927, 148611.9435999953 542985.8302999971, 148632.9507999892 542955.8533999997, 148671.5329999947 542897.2222999892, 148703.8004999933 542859.1021999951)"
145839,1610031208,1610067100,1610067200,2,104,000,-,공항서로512번길,0,0,000,40,0,0,0,159.934356566339,,"LINESTRING (148118.0288999929 543699.9102999993, 148209.5694999944 543568.7017999957)"
145840,1610031301,1610010100,1610010101,1,104,000,-,-,0,0,000,60,0,0,0,213.187532863376,도로명없음,"LINESTRING (164503.2764999951 541834.8193999933, 164530.8191999931 542046.2927999913)"
145841,1610031302,1610010101,1610011000,1,104,000,-,월미문화로,0,0,000,60,0,0,0,77.798127381426,,"LINESTRING (164530.8191999931 542046.2927999913, 164606.6954999946 542063.5965999957)"
145842,1610031401,1610011000,1610010101,1,104,000,-,월미문화로,0,0,000,60,0,0,0,79.5184912594,,"LINESTRING (164604.0251999948 542075.2964999966, 164526.4718000003 542057.606699997)"
145843,1610031402,1610010101,1610010100,1,104,000,-,-,0,0,000,60,0,0,0,228.116795738122,도로명없음,"LINESTRING (164526.4718000003 542057.606699997, 164525.133099996 542057.3013999966, 164519.9861999975 542056.0331999928, 164491.377399995 541836.3684999932)"
145844,1610031500,1610010200,1610012800,1,104,000,-,영종해안남로,0,0,000,30,0,0,0,3243.75750604588,,"LINESTRING (158692.385399997 541836.1192999928, 158749.0407999975 541856.4028999994, 158835.848799997 541882.8367000016, 158925.3343999991 541903.5697999969, 159008.8948999952 541920.2193999955, 159083.4536999995 541931.0662999962, 159113.5728999962 541934.3937999976, 159185.3611999984 541942.3173999956, 159284.0486999976 541946.9088000029, 159366.0183999983 541948.2322999949, 159461.1629999944 541946.8045000009, 159619.5201999989 541944.6791999931, 159743.243099996 541943.5356999973, 159834.4437999948 541946.2516999956, 159920.2761999972 541950.6801999989, 160013.0121999978 541960.6052000006, 160090.3804999956 541970.8787, 160145.2508999931 541979.5402999927, 160162.5736999949 541982.2737999966, 160259.6594999953 542001.9268999943, 160325.6752999955 542017.0675999969, 160547.9518999987 542077.4932999971, 160723.2034999954 542125.060199998, 161331.0697999976 542291.7701999948, 161399.4777999961 542310.4910999986, 161465.0199999963 542332.3924999987, 161496.3969999991 542345.2574999963, 161538.8150999995 542366.1703000048, 161577.2288999937 542389.1274999997, 161611.729799994 542414.1700999992, 161639.0813999993 542437.1645999975, 161671.3786999963 542468.158999992, 161698.7007000007 542499.2040999961, 161732.1594999961 542545.4717000019, 161761.5261999961 542592.7329999983, 161765.0400999929 542598.9357999947)"
145845,1610031600,1610012800,1610010200,1,104,000,-,영종해안남로,0,0,000,30,0,0,0,3235.21664119707,,"LINESTRING (161754.5998999996 542604.8522999956, 161751.2057999969 542598.8605999954, 161722.1870999935 542552.1630999943, 161689.3125000001 542506.7008999999, 161662.7045999983 542476.46759999, 161631.0568999953 542446.0946999941, 161604.3351999976 542423.631299993, 161570.613599994 542399.154099996, 161533.0729999989 542376.7200999912, 161491.4639999942 542356.2058999951, 161460.8374999982 542343.6495999979, 161395.9901999984 542321.9774000007, 161327.9005000005 542303.3452999982, 160720.0460999981 542136.6352999929, 160544.8056999955 542089.0753999926, 160322.7591999999 542028.7076999978, 160257.1252999982 542013.6589000016, 160160.4464999961 541994.0870000033, 160143.3753999983 541991.3939999918, 160088.6544999998 541982.7558999939, 160011.5822999993 541972.5226999987, 159919.3274999921 541962.6474000015, 159833.9542999942 541958.2410999959, 159743.1186999972 541955.5370999955, 159619.6557999993 541956.6792999965, 159461.3346999951 541958.8045000032, 159366.010599994 541960.2332000015, 159283.6732999978 541958.9009999922, 159184.4247000001 541954.2880999984, 159112.2465999952 541946.3178999905, 159081.9309999935 541942.9705999892, 159006.8576999982 541932.0498999973, 158922.8075999999 541915.3021000002, 158832.7438000005 541894.4331999982, 158745.2686999968 541867.7982000008, 158688.3420000006 541847.4187999967)"
145846,1610031704,1610024900,1610081800,1,104,000,-,운남동로3번길,0,0,000,60,0,0,0,271.891562606513,,"LINESTRING (158694.3268999972 543400.9687999971, 158741.2675999995 543402.5218999989, 158718.9130999975 543485.1336999995, 158719.3223999957 543513.5840999947, 158758.5896999974 543513.92079999, 158829.7209000003 543504.826400001)"
145847,1610031706,1610025300,1610025301,1,104,000,-,운중로,0,0,000,50,0,0,0,350.374601961937,,"LINESTRING (158863.2083999962 543886.558699991, 158980.3273999989 543880.3325999997, 159035.6137999972 543876.4080000051, 159074.6882999982 543870.1287000004, 159144.0049999956 543862.6882999974, 159190.9021999975 543855.5873000006, 159211.2591999989 543850.1976999941)"
145848,1610031707,1610025301,1610015800,1,104,000,-,운중로,0,0,000,50,0,0,0,1042.46994895691,,"LINESTRING (159211.2591999989 543850.1976999941, 159259.6827999958 543837.3773999946, 159324.4309000009 543823.5614999955, 159349.7417999949 543821.5961999915, 159388.0533999945 543822.0022999941, 159420.8990999988 543826.4897999939, 159472.1099999993 543835.6987999999, 159517.0997999978 543844.9176000019, 159551.3995999982 543855.2082000062, 159596.1866999944 543869.9536000007, 159648.3052999971 543889.7865999948, 159701.2651999968 543911.0274999974, 159746.0851999963 543930.9934999994, 159788.641999998 543951.0019999982, 159831.3405999999 543975.8553999966, 159875.4893999992 543999.446499996, 159888.6580999941 544002.9415999977, 159928.8644999926 544009.6431999963, 160023.4482999967 544029.8534999946, 160074.630499997 544040.9740000057, 160112.6098999976 544050.1565999987, 160138.8068999947 544059.631799999, 160163.4282999934 544070.7689999944, 160186.975099996 544085.4909999933, 160199.2764000005 544094.3562999991)"
145849,1610031802,1610081800,1610024900,1,104,000,-,운남동로3번길,0,0,000,60,0,0,0,270.23319867071,,"LINESTRING (158830.1336999989 543517.154999995, 158765.4027999945 543524.8348999943, 158707.513899997 543526.8299000004, 158706.8944999951 543483.774899996, 158725.8523999985 543413.5827000008, 158694.4105999983 543412.9684999982)"
145850,1610031803,1610015800,1610025301,1,104,000,-,운중로,0,0,000,50,0,0,0,1031.53255652359,,"LINESTRING (160192.1609999974 544103.6346000012, 160180.2796999964 544095.456699997, 160157.7501999967 544081.3714999908, 160134.2864999985 544070.7559999938, 160109.1470999952 544061.6642999987, 160071.9477999962 544052.6685000024, 160020.920699999 544041.5854999938, 159926.6246999948 544021.4363999928, 159886.1279999987 544014.6874999953, 159871.0636999988 544010.688299999, 159825.4936999988 543986.334000004, 159783.0610999985 543961.6388999941, 159741.0916999942 543941.9052000019, 159696.5900999987 543922.0832999905, 159643.9349999944 543900.9622999983, 159592.1762999973 543881.2663999988, 159547.7960999981 543866.6541999992, 159514.1634999956 543856.5650000005, 159469.8430999954 543847.4817999975, 159419.0251000013 543838.3436999973, 159387.1750999982 543833.9934999915, 159350.1430999933 543833.5984999972, 159326.1554999951 543835.4637999987, 159262.4702999962 543849.052399994, 159214.3303999983 543861.797899997)"
145851,1610031804,1610025301,1610025300,1,104,000,-,운중로,0,0,000,50,0,0,0,352.959571370382,,"LINESTRING (159214.3303999983 543861.797899997, 159193.3448999982 543867.354100001, 159145.5446999964 543874.5914000025, 159076.2804999945 543882.0246999956, 159036.9934999954 543888.3396000009, 158981.0358999961 543892.3125999911, 158863.7270999997 543898.4897999961)"
145852,1610032100,1610010400,1610010700,1,104,000,-,차이나타운로,0,0,000,30,0,0,0,133.358603531059,,"LINESTRING (166348.5655999932 541902.7714999953, 166357.0537 541908.7236999954, 166411.7095999949 541963.227599993, 166424.8577999998 541973.2017999983, 166435.7495999925 541980.2403999929, 166451.4468999948 541984.9115999952)"
145853,1610032200,1610010700,1610010400,1,104,000,-,차이나타운로,0,0,000,30,0,0,0,137.243754366487,,"LINESTRING (166448.0241999995 541996.4126999999, 166430.6800999933 541991.2522000024, 166417.9646999987 541983.0347999949, 166403.8101999982 541972.2981999933, 166349.3151999931 541917.953199995, 166341.6779999956 541912.5976999947)"
145854,1610032300,1610011100,1610010400,1,104,000,-,차이나타운로,0,0,000,30,0,0,0,187.041461886697,,"LINESTRING (166317.4012999983 542083.1957000016, 166316.267899997 542077.6959999929, 166308.0806999957 542050.4534999954, 166301.523599998 542027.8070999944, 166300.9239999958 542019.6517999985, 166300.5231999989 542014.2009999962, 166302.6213999987 542000.5616999975, 166309.7778999951 541980.0344999927, 166327.9542999948 541934.6671000011, 166339.5456999988 541905.4716999969)"
145855,1610032400,1610010400,1610011100,1,104,000,-,차이나타운로,0,0,000,30,0,0,0,180.047565089832,,"LINESTRING (166350.6978999982 541909.8974000021, 166339.0983999975 541939.1135999945, 166321.0203999949 541984.2446999971, 166314.3147000007 542003.4728999957, 166312.5908999965 542014.6794999936, 166312.8921999929 542018.7743999921, 166313.4010999942 542025.6779999976, 166319.590899996 542047.056499997, 166327.9152999964 542074.7527999927, 166329.1558999947 542080.7757999953)"
145856,1610032500,1610010500,1610011800,2,104,000,-,공항동로399번길,0,0,000,60,0,0,0,508.155312032548,,"LINESTRING (151506.5023999948 541904.6897999955, 151891.8740999987 542172.0814999922, 151924.0114999932 542194.645799992)"
145857,1610032600,1610011800,1610010500,2,104,000,-,공항동로399번길,0,0,000,60,0,0,0,508.0899187757,,"LINESTRING (151917.118899994 542204.4666999911, 151885.0064999984 542181.9230999956, 151499.6628999911 541914.548899992)"
145858,1610032700,1610010600,1610011700,2,104,000,-,맥아더길,0,0,000,60,0,0,0,702.194922238865,,"LINESTRING (165211.435499995 541977.6196000022, 165562.8368999949 542103.9111999976, 165787.2058999987 542186.121000002, 165813.021699994 542187.8185999994, 165876.2445999972 542176.6685000011)"
145859,1610032800,1610011700,1610010600,2,104,000,-,맥아더길,0,0,000,60,0,0,0,708.466115695104,,"LINESTRING (165878.3301999941 542188.4836999952, 165813.6820999983 542199.8859000006, 165784.6976999929 542197.9828999909, 165558.7427999975 542115.1901000026, 165207.3777999947 541988.9122999987)"
145860,1610032902,1610023600,1610010600,2,104,000,-,맥아더길,0,0,000,60,0,0,0,120.748581034877,,"LINESTRING (165098.8030999975 541959.5216999926, 165125.9171999991 541946.8828000021, 165211.435499995 541977.6196000022)"
145861,1610032903,1610011200,1610023601,2,104,000,-,월미로,0,0,000,60,0,0,0,129.824360999518,,"LINESTRING (164659.3788999982 542076.7574999931, 164733.667700001 542095.3175999952, 164740.6405999969 542099.599400001, 164754.5224999938 542108.1319999996, 164767.5323999976 542120.9621000008, 164773.8614999944 542129.3987000008)"
