,Unnamed: 0,Id,NODE_TYPE,NODE_NAME,TURN_P,REMARK,latitude,longitude
350,157936,1610019800,101,실미도회조개구이,1,,37.44073741269499,126.38645425597906
351,157937,1610019900,101,선녀바위카페,0,,37.44098226731761,126.37800093169658
352,157938,1610020000,101,입구지민박,0,,37.44185598006578,126.38881377636919
353,157939,1610020200,101,자갈치민박,0,,37.442584875841746,126.45547992527293
354,157940,1610020300,102,장기주차장역3번출구,0,,37.44296282669126,126.4551384447599
355,157941,1610020500,101,산마루관광호텔,0,,37.44304755705171,126.37907015855156
356,157942,1610020600,101,호성이네회센타,0,,37.44334916275038,126.38990422201483
357,157943,1610020800,103,속성변화점,0,,37.44390356882406,126.39005909360836
358,157944,1610020900,101,예림교회,0,,37.444180788134794,126.37943676275854
359,157945,1610021000,101,미니스톱을왕해변점,0,,37.444729492277354,126.3765607572387
360,157946,1610021100,101,운서동2848,0,,37.4449029255475,126.48287219826942
361,157947,1610021200,101,예일환경,0,,37.4449166270713,126.4841500894033
362,157948,1610021300,101,운서동2851,0,,37.445365072286016,126.46281410481923
363,157949,1610021500,101,동양염전,1,,37.446711933621096,126.39375954709294
364,157950,1610021600,101,동양염전,0,,37.446910819401204,126.3938794743835
365,157951,1610021700,103,속성변화점,0,,37.44700369143463,126.39534901524331
366,157952,1610021900,101,프랑세즈단팥빵,1,,37.447918223443935,126.38860912489862
367,157953,1610022100,101,스카이,0,,37.448264528797424,126.3908997938224
368,157954,1610022600,102,운서동2851-19,0,,37.46017275623144,126.46529224440836
369,157955,1610022800,101,운서동2842,1,,37.46333999958687,126.48196647568807
370,157956,1610023000,101,운서동2842,1,,37.46756324565057,126.4781823687545
371,157957,1610023100,102,운서동2859-1,0,,37.46780567325799,126.45854680598805
372,157958,1610023200,101,진등교,0,,37.47394185508926,126.48462372136558
373,157959,1610023300,101,삼천리CNG충전소인천월미,0,,37.474906038751804,126.60615463830264
374,157960,1610023400,101,자유무역지역사거리,1,,37.4750923131613,126.47148893549185
375,157961,1610023500,101,우회고가사거리,1,,37.47559292246466,126.61561849567643
376,157962,1610023600,101,운남119안전센터,0,,37.476467922191546,126.60544834477213
377,157963,1610023601,101,북성동1가98-65,0,,37.47796463039931,126.60169251106716
378,157964,1610023700,101,그랜드프라자,0,,37.48055375894894,126.45206694409498
379,157965,1610023701,101,운서동2840-11,0,,37.48125515749701,126.45333945692164
380,157966,1610023800,102,공항동로1,0,,37.47444904589404,126.48564694775942
381,157967,1610023900,101,운서동2840-14,0,,37.482033138517856,126.45081585870031
382,157968,1610023901,101,운서동2840-14,0,,37.482700971400504,126.45199479495972
383,157969,1610024000,101,운서동2840-12,0,,37.4821912835084,126.45502407864576
384,157970,1610024900,101,운남동1550,0,,37.48919135190448,126.53294484808333
385,157971,1610025300,101,운남동1515,1,,37.493568634396205,126.53483597305808
386,157972,1610025301,101,운남동123-3,0,,37.49326003544254,126.53878179676241
387,157973,1610025400,106,화물터미널IC동측,1,,37.49770208853291,126.45319818712416
388,157974,1610025600,106,운서IC동측,0,,37.50135316923031,126.48087339306583
389,157975,1610025800,103,속성변화점,0,,37.50425930718584,126.54017692427657
390,157976,1610025801,101,잔다리삼거리,0,,37.50429254464212,126.53754087875559
391,157977,1610025900,101,신일교,0,,37.50936636717396,126.517435105875
392,157978,1610026000,101,금산IC,0,,37.51041407939718,126.52535021658144
393,157979,1610026100,101,금산IC,0,,37.51042738306338,126.52449638235274
394,157980,1610026200,103,속성변화점,0,,37.51064541996051,126.51632560442512
395,157981,1610026300,101,운북동1368-3,1,,37.50997502685411,126.52409007688722
396,157982,1610026500,101,운북동94-25,0,,37.51118603743343,126.52558561057863
397,157983,1610026600,101,두레미술학원,0,,37.51300336064517,126.52909248386581
398,157984,1610026800,102,운북동457-32,0,,37.513641522996025,126.52859428312756
399,157985,1610026900,101,미단중앙로17,0,,37.515095597339666,126.53379495788367
400,157986,1610027100,103,속성변화점,0,,37.51548845211786,126.50954100204711
401,157987,1610027300,101,영종순환로1,0,,37.51973286446807,126.50124684864258
402,157988,1610028900,101,인천항고가교남측,0,,37.438180609140936,126.61746766809037
403,157989,1610030900,104,인천터널남측,0,,37.463218470728094,126.63296031586117
404,157990,1610031000,101,을왕동893-67,0,,37.460156596144415,126.36353480575949
405,157991,1610031100,102,을왕동810-262,0,,37.45855333434455,126.3678766664315
406,157992,1610031200,101,을왕동810-256,0,,37.45939666763071,126.36801666712157
407,157993,1610031300,102,위너스관광호텔,0,,37.460773333803445,126.36826000007103
408,157994,1610031400,102,탐앤탐스왕산해수욕장점,0,,37.455792918236604,126.37136534971405
409,157995,1610031500,101,왕산마리나길시점,0,,37.46026948713015,126.37176983520712
410,157996,1610031600,101,투썸플레이스왕산해수욕장점,1,,37.45579578016052,126.37190359054864
411,157997,1610031700,102,인천비치관광호텔,0,,37.45155247876889,126.37202279989488
412,157998,1610031800,101,세븐일레븐을왕제일점,0,,37.451917065141764,126.37235483687363
413,157999,1610031900,102,카리브관광호텔,0,,37.44984959716825,126.37277410084069
414,158000,1610032000,102,세븐일레븐을왕제일점,0,,37.45192925398936,126.37283074357369
415,158001,1610032100,104,왕산교,0,,37.47097109960829,126.37283526879278
416,158002,1610032200,101,CU을왕영심이점,1,,37.449953472605124,126.37303187946726
417,158003,1610032300,102,CU을왕영심이점,0,,37.45006425061343,126.3734675147371
418,158004,1610032400,104,왕산교동측,0,,37.47158335631618,126.3738829809784
419,158005,1610032500,101,부동산마스터,1,,37.46625884683618,126.37430163590976
420,158006,1610032700,101,용유중앙교회,1,,37.445634228562696,126.3755809825341
421,158007,1610032800,102,용유중앙교회,0,,37.44570079422601,126.37599752907313
422,158008,1610032900,103,속성변화점,0,,37.45595001149441,126.38601767967604
423,158009,1610033000,101,을왕동976-8,0,,37.45284720355799,126.3913535880998
424,158010,1610033100,103,속성변화점,0,,37.44815027476069,126.3936740994774
425,158011,1610033200,101,운서동2957-1,0,,37.46399995169202,126.40180194266114
426,158012,1610033300,101,남북동981-5,0,,37.459818097519026,126.40249125079565
427,158013,1610033400,101,남북동950-15,0,,37.442213817766714,126.40497864012356
428,158014,1610033500,103,속성변화점,0,,37.445209200217576,126.4090593837416
429,158015,1610033600,101,남북로2,1,,37.44673304730487,126.41095123703704
430,158016,1610033700,103,속성변화점,0,,37.44596089014302,126.41184342715728
431,158017,1610033800,103,속성변화점,0,,37.447637789291825,126.41324419433303
432,158018,1610033900,104,오성산생태통로북서측,0,,37.443400123695845,126.4148656966658
433,158019,1610034000,103,속성변화점,0,,37.44893859655514,126.41621067139505
434,158020,1610034100,104,오성산생태통로남동측,0,,37.44190016808583,126.41669817241059
435,158021,1610034200,101,남북동981-13,0,,37.452579411526095,126.4207885388133
436,158022,1610034300,104,공뎅이생태통로북서측,0,,37.43709804845322,126.42178566505247
437,158023,1610034400,104,공뎅이생태통로남동측,0,,37.436487466132604,126.42245554813752
438,158024,1610034500,102,세신교회,0,,37.426842832422544,126.42260152751365
439,158025,1610034600,101,용유로10,0,,37.425958713713655,126.4227876689006
440,158026,1610034700,101,용유로9,1,,37.426790802277694,126.42293074023627
441,158027,1610034800,101,속성변화점,0,,37.42769827442147,126.42322159259392
442,158028,1610034900,101,용유로11,1,,37.42412191044829,126.42376575679711
443,158029,1610035000,102,영종해안남로1,0,,37.42393070283475,126.42550089935149
444,158030,1610035100,101,용유로4,0,,37.431562073218736,126.42612790944928
445,158031,1610035200,102,용유로5,0,,37.43123107528732,126.42644880661777
446,158032,1610035300,101,운서동2853-2,0,,37.43507499066933,126.4330264261351
447,158033,1610035400,103,속성변화점,0,,37.42716897550844,126.44943339063668
448,158034,1610035500,101,운서동2851-12,1,,37.43029973037591,126.4551691756275
449,158035,1610035600,102,모랫말로5,0,,37.48715783825994,126.49216068946572
450,158036,1610035700,101,모랫말로4,0,,37.48702934778962,126.49249262502592
451,158037,1610035800,102,모랫말로3,0,,37.488107243146494,126.49273889916363
452,158038,1610035900,101,모랫말로2,0,,37.48792164573115,126.49312437140472
453,158039,1610036000,101,흰바위로1,1,,37.49048432443357,126.4944663877059
454,158040,1610036001,101,운서동1427-45,0,,37.491422867883806,126.49238943097407
455,158041,1610036100,103,속성변화점,0,,37.49240314409428,126.49497063997323
456,158042,1610036200,101,호텔레전드,1,,37.49149440623728,126.49519450275842
457,158043,1610036300,101,모랫말로1,0,,37.488928157149026,126.49529087098398
458,158044,1610036400,101,운북동779-2,0,,37.509985381951466,126.49537960595502
459,158045,1610036500,101,스카이시티자이모델하우스,1,,37.49260085566626,126.49600827780566
460,158046,1610036600,102,약초마을영종도점,0,,37.488517699976896,126.49608323112744
461,158047,1610036700,101,햇내로시점,1,,37.48962058024638,126.49634021258426
462,158048,1610036800,101,스카이시티자이모델하우스,1,,37.49371277776273,126.49682847870497
463,158049,1610036900,101,햇내로1,1,,37.490630661390334,126.49707189747652
464,158050,1610037000,101,흰바위로2,1,,37.488667040802845,126.4975486677762
465,158051,1610037100,101,운서동3159,1,,37.49175138793529,126.49788567237331
466,158052,1610037200,101,운서동3161-3,0,,37.4863509492233,126.49847834431208
467,158053,1610037300,102,운북동1338-5,0,,37.50464455332435,126.49843464946368
468,158054,1610037400,101,운서역더타임,1,,37.489952515210184,126.49854954219367
469,158055,1610037500,102,운북동1338-5,0,,37.50600221515671,126.4984991780889
470,158056,1610037600,101,메가박스영종,1,,37.492882189210064,126.49873875514697
471,158057,1610037700,101,운서동3161-3,0,,37.48333166499738,126.49885649341563
472,158058,1610037800,102,화랑목로2,0,,37.493979572946195,126.49903390271285
473,158059,1610037900,102,하늘누리로1,0,,37.47875321476559,126.49926348771234
474,158060,1610038000,101,지엘시티호텔인천공항점,1,,37.4910625335468,126.49934190336431
475,158061,1610038100,102,운북동779-154,0,,37.5029532091955,126.49928379520473
476,158062,1610038200,101,샷업엔테익커피,0,,37.493795087935574,126.49942153994839
477,158063,1610038300,101,운북동1350,0,,37.50458091449784,126.49950512847812
478,158064,1610038400,101,운북동1350,0,,37.50596985299122,126.49958113933405
479,158065,1610038500,101,운북동1348,1,,37.50954591368421,126.4998595114939
480,158066,1610038600,103,속성변화점,0,,37.49002817447421,126.50014469736193
481,158067,1610038700,101,더예스오션,1,,37.49220116613682,126.5001722627881
482,158068,1610038800,101,운북동1350,0,,37.503179888834055,126.50023412198689
483,158069,1610038900,101,운북동1348,1,,37.5122236445644,126.50030255795821
484,158070,1610039000,101,운북동779-103,0,,37.50452951587913,126.50089834575765
485,158071,1610039100,102,영종순환로3,0,,37.51218932654267,126.50092525242052
486,158072,1610039200,101,운서동3164,1,,37.480665923466134,126.50114799900861
487,158073,1610039300,101,운북동779-14,0,,37.50589118343632,126.5009895764665
488,158074,1610039400,103,속성변화점,0,,37.4842721327996,126.50115733016275
489,158075,1610039500,101,운북동779-17,0,,37.50942243311477,126.50111484692204
490,158076,1610039600,102,운남동1600-13,0,,37.479816409976614,126.50151260706112
491,158077,1610039700,101,운남동1598-20,1,,37.480229324329926,126.50191369612892
492,158078,1610039800,101,햇내로3,0,,37.49708908055505,126.5018290758146
493,158079,1610039900,102,운북동656-19,0,,37.50936075991147,126.5017526630568
494,158080,1610040000,103,속성변화점,0,,37.500936896419574,126.50201462300687
495,158081,1610040100,102,화랑목로1,0,,37.4995780771225,126.50207142909778
496,158082,1610040200,101,햇내로4,1,,37.49963471731398,126.50255772247702
